"","Product","Harvest.Year","Harvest.Season","Grow.Out.Method","Lease.Footprint..Acres.","Year","Date","Equipment","Fuel","Maintenance","Consumables","Cost of Goods Sold","Year.1","Cost of Production","Debt","Individual Scallops","ShellHeight (mm)","ShellHeight (Inches)","Adductor (g)","Adductor (lb)","Adductor Count per lb","Run Rate (Whole Scallop)","Break Even Price (Whole Scallop)","Run Rate (Adductor)","Break Even Price (Adductor)","Year.2","Insurance","Aquaculture License","Owner Salary","Full Time Employee","Depreciation","Fixed Overhead Costs","Sea.Days","Totalequipment","TotalLabor","TotalFuel","TotalMaint","TotalFOC","Longlines"
"11337",60000,"2-3 Years","May-July","Ear Hanging",5.27349147347986,10,Aug 2035,0,5360,7200,600,27382.976,10,174827.87,2213033.95,43066,90.93,3.58,17.71,0.04,25.62,4.06,5.71,103.99,146.26,10,6000,1200,66174,49630.5,23913.041,147444.890147348,40,349168.468833333,136406.672,51054,68160,1614844.80995416,2
"11338",70000,"2-3 Years","May-July","Ear Hanging",5.27349147347986,10,Aug 2035,0,6298,8320,600,32440.864,10,180453.15,2268428.28,50244,90.93,3.58,17.71,0.04,25.62,3.59,5.02,92,128.5,10,6000,1200,66174,49630.5,24480.4395,148012.288647348,47,351561.408083333,164287.984,59898,78720,1620560.89095416,2
"11339",80000,"2-3 Years","May-July","Ear Hanging",5.27349147347986,10,Aug 2035,0,6834,8960,600,35910.896,10,184492.3,2307793.41,57422,90.93,3.58,17.71,0.04,25.62,3.21,4.47,82.3,114.39,10,6000,1200,66174,49630.5,25049.5546666667,148581.403814015,51,353964.714,184934.272,64722,84480,1626292.42195416,2
"11340",90000,"2-3 Years","May-July","Ear Hanging",5.27349147347986,10,Aug 2035,0,7102,9280,600,37557.68,10,186705.4,2330690.5,64600,90.93,3.58,17.71,0.04,25.62,2.89,4.01,74.03,102.69,10,6000,1200,66174,49630.5,25615.8698333333,149147.718980681,53,356340.019916667,194463.328,67134,87360,1631993.15295416,2
"11341",100000,"2-3 Years","May-July","Ear Hanging",5.27349147347986,10,Aug 2035,0,8576,11040,600,43968.032,10,193683.15,2400021.01,71777,90.93,3.58,17.71,0.04,25.62,2.7,3.72,69.12,95.17,10,6000,1200,66174,49630.5,26183.2683333333,149715.117480681,64,358732.959166667,223932.816,81606,104640,1637709.23395416,2
"11342",110000,"2-3 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,9380,12000,600,48202.528,10,199217.1,2462240.99,78955,90.93,3.58,17.71,0.04,25.62,2.52,3.47,64.63,88.76,10,6000,1200,66174,49630.5,27219.0501666667,151014.573887689,70,368136.265083333,246520.208,89110,113600,1651474.51859791,3
"11343",120000,"2-3 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,10184,12960,600,52260.56,10,203844.25,2508662.44,86133,90.93,3.58,17.71,0.04,25.62,2.37,3.24,60.62,82.9,10,6000,1200,66174,49630.5,27788.1653333333,151583.689054355,76,370539.571,268048.816,96748,122720,1657206.04959791,3
"11344",130000,"2-3 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,10720,13600,600,55730.592,10,207878.88,2547942.94,93311,90.93,3.58,17.71,0.04,25.62,2.23,3.03,57.07,77.72,10,6000,1200,66174,49630.5,28352.7638333333,152148.287554355,80,372904.51025,288695.104,101572,128480,1662891.33059791,3
"11345",140000,"2-3 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,11524,14560,600,59788.624,10,212506.03,2594364.39,100488,90.93,3.58,17.71,0.04,25.62,2.11,2.87,54.17,73.48,10,6000,1200,66174,49630.5,28921.879,152717.402721022,86,375307.816166667,310223.712,109210,137600,1668622.86159791,3
"11346",150000,"2-3 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,12194,15360,600,63023.264,10,216309.78,2632786.99,107666,90.93,3.58,17.71,0.04,25.62,2.01,2.72,51.46,69.6,10,6000,1200,66174,49630.5,29490.9941666667,153286.517887689,91,377711.122083333,326105.472,115776,145440,1674354.39259791,3
"11347",160000,"2-3 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,12864,16160,600,66787.296,10,220641.21,2674772.29,114844,90.93,3.58,17.71,0.04,25.62,1.92,2.59,49.21,66.29,10,6000,1200,66174,49630.5,30058.3926666667,153853.916387689,96,380104.061333333,346751.76,121806,152640,1680070.47359791,3
"11348",170000,"2-3 Years","May-July","Ear Hanging",10.5469829469597,10,Aug 2035,0,13668,17120,600,70845.328,10,225998.7,2736227.49,122021,90.93,3.58,17.71,0.04,25.62,1.85,2.49,47.44,63.82,10,6000,1200,66174,49630.5,31094.1745,155153.372794696,102,389507.36725,368280.368,129444,161760,1693835.75824166,4
"11349",180000,"2-3 Years","May-July","Ear Hanging",10.5469829469597,10,Aug 2035,0,14204,17760,600,74315.36,10,230035.05,2775533.82,129199,90.93,3.58,17.71,0.04,25.62,1.78,2.39,45.61,61.14,10,6000,1200,66174,49630.5,31660.4896666667,155719.687961363,106,391882.673166667,388926.656,134268,167520,1699536.48924166,4
"11350",190000,"2-3 Years","May-July","Ear Hanging",10.5469829469597,10,Aug 2035,0,15142,18880,600,79373.248,10,235662.05,2830953.97,136377,90.93,3.58,17.71,0.04,25.62,1.73,2.31,44.26,59.08,10,6000,1200,66174,49630.5,32229.6048333333,156288.803128029,113,394285.979083333,416807.968,143112,178080,1705268.02024166,4
"11351",200000,"2-3 Years","May-July","Ear Hanging",10.5469829469597,10,Aug 2035,0,15946,19840,600,82372.496,10,239228.7,2867820.22,143555,90.93,3.58,17.71,0.04,25.62,1.67,2.22,42.69,56.86,10,6000,1200,66174,49630.5,32797.0033333333,156856.201628029,119,396678.918333333,427925.2,151152,187680,1710984.10124166,4
"11352",210000,"2-3 Years","May-July","Ear Hanging",10.5469829469597,10,Aug 2035,0,17286,21440,600,89018.24,10,246443.56,2938472,150732,90.93,3.58,17.71,0.04,25.62,1.63,2.17,41.88,55.49,10,6000,1200,66174,49630.5,33366.1185,157425.316794696,129,399082.22425,462512.144,163882,202880,1716715.63224166,4
"11353",220000,"2-3 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,17688,21920,600,91664.88,10,250386.85,2985401.55,157910,90.93,3.58,17.71,0.04,25.62,1.59,2.1,40.62,53.81,10,6000,1200,66174,49630.5,34399.1003333333,158721.973201703,132,408457.530166667,478393.904,167500,207200,1730450.1168854,5
"11354",230000,"2-3 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,18626,23040,600,96546.304,10,255835.68,3039207.71,165088,90.93,3.58,17.71,0.04,25.62,1.55,2.05,39.7,52.4,10,6000,1200,66174,49630.5,34966.4988333333,159289.371701703,139,410850.469416667,504687.04,176344,217760,1736166.1978854,5
"11355",240000,"2-3 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,19028,23520,600,99192.944,10,259051.43,3071162.3,172266,90.93,3.58,17.71,0.04,25.62,1.5,1.98,38.52,50.74,10,6000,1200,66174,49630.5,35535.614,159858.48686837,142,413253.775333333,520568.8,179962,222080,1741897.7288854,5
"11356",250000,"2-3 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,19564,24160,600,101427.728,10,261855.33,3100586.2,179443,90.93,3.58,17.71,0.04,25.62,1.46,1.92,37.38,49.18,10,6000,1200,66174,49630.5,36104.7291666667,160427.602035037,146,415657.08125,530097.856,185322,228480,1747629.2598854,5
"11357",260000,"2-3 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,20770,25600,600,107603.008,10,268595.21,3165978.26,186621,90.93,3.58,17.71,0.04,25.62,1.44,1.88,36.87,48.29,10,6000,1200,66174,49630.5,36669.3276666667,160992.200535037,155,418022.0205,562743.696,196578,241920,1753314.5408854,5
"11358",270000,"2-3 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,21172,26080,600,110249.648,10,271810.96,3197932.85,193799,90.93,3.58,17.71,0.04,25.62,1.4,1.83,35.93,46.97,10,6000,1200,66174,49630.5,37238.4428333333,161561.315701703,158,420425.326416667,578625.456,200196,246240,1759046.0718854,5
"11359",280000,"2-3 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,21976,27040,600,114307.68,10,277168.45,3259388.05,200977,90.93,3.58,17.71,0.04,25.62,1.38,1.8,35.33,46.16,10,6000,1200,66174,49630.5,38274.2246666667,162860.772108711,164,429828.632333333,600154.064,207834,255360,1772811.35652915,6
"11360",290000,"2-3 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,23048,28320,600,119130.176,10,282558.35,3312663.54,208154,90.93,3.58,17.71,0.04,25.62,1.36,1.77,34.77,45.3,10,6000,1200,66174,49630.5,38841.6231666667,163428.170608711,172,432221.571583333,622388.528,218286,267840,1778527.43752915,6
"11361",300000,"2-3 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,23986,29440,600,124188.064,10,288185.35,3368083.69,215332,90.93,3.58,17.71,0.04,25.62,1.34,1.74,34.28,44.52,10,6000,1200,66174,49630.5,39410.7383333333,163997.285775377,179,434624.8775,650269.84,227130,278400,1784258.96852915,6
"11362",310000,"2-3 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,24656,30240,600,127422.704,10,291986.3,3406212.41,222510,90.93,3.58,17.71,0.04,25.62,1.31,1.7,33.61,43.57,10,6000,1200,66174,49630.5,39977.0535,164563.600942044,184,437000.183416667,666504.528,233428,285920,1789959.69952915,6
"11363",320000,"2-3 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,25058,30720,600,130069.344,10,295200.34,3438141.19,229688,90.93,3.58,17.71,0.04,25.62,1.29,1.66,32.92,42.6,10,6000,1200,66174,49630.5,40544.452,165130.999442044,187,439393.122666667,682386.288,237046,290240,1795675.78052915,6
"11364",330000,"2-3 Years","May-July","Ear Hanging",18.4572201571795,10,Aug 2035,0,25996,31840,600,135127.232,10,301557.69,3508595.09,236865,90.93,3.58,17.71,0.04,25.62,1.27,1.65,32.61,42.16,10,6000,1200,66174,49630.5,41580.2338333333,166430.455849051,194,448796.428583333,710267.6,245890,300800,1809441.0651729,7
"11365",340000,"2-3 Years","May-July","Ear Hanging",18.4572201571795,10,Aug 2035,0,26666,32640,600,138185.408,10,305184.98,3545429.51,244043,90.93,3.58,17.71,0.04,25.62,1.25,1.61,32.03,41.35,10,6000,1200,66174,49630.5,42149.349,166999.571015718,199,451199.7345,724561.184,252456,308640,1815172.5961729,7
"11366",350000,"2-3 Years","May-July","Ear Hanging",18.4572201571795,10,Aug 2035,0,27604,33760,600,143243.296,10,310809.18,3600790.86,251221,90.93,3.58,17.71,0.04,25.62,1.24,1.59,31.69,40.8,10,6000,1200,66174,49630.5,42715.6641666667,167565.886182385,206,453575.040416667,752442.496,261300,319200,1820873.3271729,7
"11367",360000,"2-3 Years","May-July","Ear Hanging",18.4572201571795,10,Aug 2035,0,28140,34400,600,146007.472,10,314140.76,3633777.47,258398,90.93,3.58,17.71,0.04,25.62,1.22,1.56,31.14,40.03,10,6000,1200,66174,49630.5,43283.0626666667,168133.284682385,210,455967.979666667,766736.08,266124,324960,1826589.4081729,7
"11368",370000,"2-3 Years","May-July","Ear Hanging",18.4572201571795,10,Aug 2035,0,29078,35520,600,151065.36,10,319767.76,3689197.62,265576,90.93,3.58,17.71,0.04,25.62,1.2,1.54,30.84,39.54,10,6000,1200,66174,49630.5,43852.1778333333,168702.399849051,217,458371.285583333,794617.392,274968,335520,1832320.9391729,7
"11369",380000,"2-3 Years","May-July","Ear Hanging",21.0939658939194,10,Aug 2035,0,29480,36000,600,153712,10,323713.86,3736185.97,272754,90.93,3.58,17.71,0.04,25.62,1.19,1.52,30.4,38.99,10,6000,1200,66174,49630.5,44887.9596666667,170001.856256059,220,467774.5915,810499.152,278586,339840,1846086.22381664,8
"11370",390000,"2-3 Years","May-July","Ear Hanging",21.0939658939194,10,Aug 2035,0,30954,37760,600,159945.888,10,330512.34,3803869.5,279932,90.93,3.58,17.71,0.04,25.62,1.18,1.51,30.24,38.68,10,6000,1200,66174,49630.5,45452.5581666667,170566.454756059,231,470139.53075,838380.464,293058,357120,1851771.50481664,8
"11371",400000,"2-3 Years","May-July","Ear Hanging",21.0939658939194,10,Aug 2035,0,31356,38240,600,162592.528,10,333728.1,3835824.1,287109,90.93,3.58,17.71,0.04,25.62,1.16,1.48,29.78,38.03,10,6000,1200,66174,49630.5,46021.6733333333,171135.569922725,234,472542.836666667,854262.224,296676,361440,1857503.03581664,8
"11392",50000,"3-4 Years","May-July","Ear Hanging",5.27349147347986,10,Aug 2035,0,5092,6880,600,25206.8,10,172755.55,2183876.55,31403,114.97,4.53,37.01,0.08,12.26,5.5,8.69,67.42,106.53,10,6000,1200,66174,49630.5,24016.89875,147548.747897348,38,349909.035833333,115936.848,46900,63200,1614530.66228749,2
"11393",60000,"3-4 Years","May-July","Ear Hanging",5.27349147347986,10,Aug 2035,0,5494,7360,600,27147.584,10,175400.94,2209560.49,37683,114.97,4.53,37.01,0.08,12.26,4.65,7.33,57.04,89.82,10,6000,1200,66174,49630.5,24721.5118333333,148253.360980681,41,352948.789666667,124407.12,50250,67200,1621354.57662083,2
"11394",70000,"3-4 Years","May-July","Ear Hanging",5.27349147347986,10,Aug 2035,0,6432,8480,600,32205.472,10,181157.21,2264953.97,43964,114.97,4.53,37.01,0.08,12.26,4.12,6.44,50.5,78.92,10,6000,1200,66174,49630.5,25419.8915833333,148951.740730681,48,355939.810166667,151229.648,58826,77440,1628118.50762083,2
"11395",80000,"3-4 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,6834,8960,600,34852.112,10,185236.01,2311965.56,50244,114.97,4.53,37.01,0.08,12.26,3.69,5.75,45.18,70.49,10,6000,1200,66174,49630.5,26588.3713333333,150383.895054355,51,365951.564,166052.624,62176,81440,1642945.37559791,3
"11396",90000,"3-4 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,7102,9280,600,36498.896,10,187587.4,2335003.5,56525,114.97,4.53,37.01,0.08,12.26,3.32,5.16,40.67,63.28,10,6000,1200,66174,49630.5,27292.9844166667,151088.508137689,53,368991.317833333,174522.896,64320,84000,1649769.28993124,3
"11397",100000,"3-4 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,8978,11520,600,44320.64,10,196107.53,2416094.76,62805,114.97,4.53,37.01,0.08,12.26,3.12,4.81,38.27,58.93,10,6000,1200,66174,49630.5,27991.3641666667,151786.887887689,67,371982.338333333,207345.2,81874,104960,1656533.22093124,3
"11398",110000,"3-4 Years","May-July","Ear Hanging",7.91023721021979,10,Aug 2035,0,9782,12480,600,48555.136,10,201046.64,2462539.64,69086,114.97,4.53,37.01,0.08,12.26,2.91,4.46,35.66,54.6,10,6000,1200,66174,49630.5,28695.97725,152491.500971022,73,375022.092166667,228344.416,88976,113440,1663357.13526458,3
"11399",120000,"3-4 Years","May-July","Ear Hanging",10.5469829469597,10,Aug 2035,0,10586,13440,600,52613.168,10,206536.82,2524018.09,75366,114.97,4.53,37.01,0.08,12.26,2.74,4.19,33.58,51.3,10,6000,1200,66174,49630.5,29864.457,153923.655294696,79,385033.846,248814.24,96346,122240,1678184.00324166,4
"11400",130000,"3-4 Years","May-July","Ear Hanging",10.5469829469597,10,Aug 2035,0,10988,13920,600,55259.808,10,209884.64,2556004.82,81647,114.97,4.53,37.01,0.08,12.26,2.57,3.91,31.5,47.96,10,6000,1200,66174,49630.5,30565.63675,154624.835044696,82,388052.8665,263637.216,99696,126240,1684978.73424166,4
"11401",140000,"3-4 Years","May-July","Ear Hanging",10.5469829469597,10,Aug 2035,0,11792,14880,600,59317.84,10,214644.49,2602449.51,87927,114.97,4.53,37.01,0.08,12.26,2.44,3.7,29.92,45.34,10,6000,1200,66174,49630.5,31267.4498333333,155326.648128029,88,391064.620333333,284107.04,107066,135040,1691771.84857499,4
"11402",150000,"3-4 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,12462,15680,600,62552.48,10,219314.08,2655987.91,94208,114.97,4.53,37.01,0.08,12.26,2.33,3.52,28.53,43.19,10,6000,1200,66174,49630.5,32438.7295833333,156761.602451703,93,401104.374166667,298930.016,113364,142560,1706629.51655207,5
"11403",160000,"3-4 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,12998,16320,600,65493.12,10,222953.1,2690561.83,100488,114.97,4.53,37.01,0.08,12.26,2.22,3.35,27.19,41.02,10,6000,1200,66174,49630.5,33137.1093333333,157459.982201703,97,404095.394666667,313752.992,117920,148000,1713393.44755207,5
"11404",170000,"3-4 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,13802,17280,600,69551.152,10,227715.75,2737065.33,106769,114.97,4.53,37.01,0.08,12.26,2.13,3.2,26.14,39.27,10,6000,1200,66174,49630.5,33841.7224166667,158164.595285037,103,407135.1485,334222.816,125290,156800,1720217.3618854,5
"11405",180000,"3-4 Years","May-July","Ear Hanging",13.1837286836996,10,Aug 2035,0,14204,17760,600,72197.792,10,231064.2,2769043.17,113049,114.97,4.53,37.01,0.08,12.26,2.04,3.06,25.05,37.52,10,6000,1200,66174,49630.5,34543.5355,158866.40836837,106,410146.902333333,349045.792,128640,160800,1727010.47621874,5
"11406",190000,"3-4 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,15142,18880,600,77255.68,10,237557.04,2839579.12,119330,114.97,4.53,37.01,0.08,12.26,1.99,2.97,24.4,36.45,10,6000,1200,66174,49630.5,35714.81525,160301.362692044,113,420186.656166667,375868.32,137216,171040,1741868.14419582,6
"11407",200000,"3-4 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,16348,20320,600,81666.32,10,242666.06,2888206.12,125610,114.97,4.53,37.01,0.08,12.26,1.93,2.87,23.68,35.22,10,6000,1200,66174,49630.5,36413.195,160999.742442044,122,423177.676666667,390338.368,148338,184320,1748632.07519582,6
"11408",210000,"3-4 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,17554,21760,600,87488.672,10,249193.03,2951529.42,131891,114.97,4.53,37.01,0.08,12.26,1.89,2.8,23.15,34.28,10,6000,1200,66174,49630.5,37117.8080833333,161704.355525377,131,426217.4305,419102,159594,197760,1755455.98952915,6
"11409",220000,"3-4 Years","May-July","Ear Hanging",15.8204744204396,10,Aug 2035,0,18090,22400,600,90958.704,10,253364.87,2990094.4,138171,114.97,4.53,37.01,0.08,12.26,1.83,2.71,22.47,33.15,10,6000,1200,66174,49630.5,37819.6211666667,162406.168608711,135,429229.184333333,438160.112,164016,203040,1762249.10386248,6
"11410",230000,"3-4 Years","May-July","Ear Hanging",18.4572201571795,10,Aug 2035,0,18894,23360,600,95016.736,10,258854.43,3051581.73,144452,114.97,4.53,37.01,0.08,12.26,1.79,2.64,21.96,32.36,10,6000,1200,66174,49630.5,38987.4675833333,163837.689599051,141,439248.204833333,458629.936,171386,211840,1777077.58850623,7
"11411",240000,"3-4 Years","May-July","Ear Hanging",18.4572201571795,10,Aug 2035,0,19296,23840,600,97663.376,10,262202.88,3083559.57,150732,114.97,4.53,37.01,0.08,12.26,1.74,2.56,21.32,31.34,10,6000,1200,66174,49630.5,39689.2806666667,164539.502682385,144,442259.958666667,473452.912,174736,215840,1783870.70283956,7
"11412",250000,"3-4 Years","May-July","Ear Hanging",18.4572201571795,10,Aug 2035,0,19832,24480,600,99898.16,10,265142.28,3113065.51,157013,114.97,4.53,37.01,0.08,12.26,1.69,2.48,20.69,30.37,10,6000,1200,66174,49630.5,40393.89375,165244.115765718,148,445299.7125,481923.184,179828,221920,1790694.6171729,7
"11413",260000,"3-4 Years","May-July","Ear Hanging",21.0939658939194,10,Aug 2035,0,20904,25760,600,105250.048,10,271922.88,3186138.75,163293,114.97,4.53,37.01,0.08,12.26,1.67,2.44,20.41,29.89,10,6000,1200,66174,49630.5,41558.9401666667,166672.836756059,156,455290.733,508745.712,189610,233600,1805492.30181664,8
"11414",270000,"3-4 Years","May-July","Ear Hanging",21.0939658939194,10,Aug 2035,0,21306,26240,600,107896.688,10,275274.14,3218175.39,169574,114.97,4.53,37.01,0.08,12.26,1.62,2.37,19.89,29.07,10,6000,1200,66174,49630.5,42263.55325,167377.449839392,159,458330.486833333,523568.688,192960,237600,1812316.21614998,8
"11415",280000,"3-4 Years","May-July","Ear Hanging",21.0939658939194,10,Aug 2035,0,22110,27200,600,111954.72,10,280033.98,3264620.08,175854,114.97,4.53,37.01,0.08,12.26,1.59,2.32,19.52,28.44,10,6000,1200,66174,49630.5,42965.3663333333,168079.262922725,165,461342.240666667,544038.512,200330,246400,1819109.33048331,8
"11416",290000,"3-4 Years","May-July","Ear Hanging",21.0939658939194,10,Aug 2035,0,23450,28800,600,117365.216,10,286145.66,3322304.59,182135,114.97,4.53,37.01,0.08,12.26,1.57,2.28,19.25,27.94,10,6000,1200,66174,49630.5,43666.5460833333,168780.442672725,175,464361.261166667,564861.264,212658,261120,1825904.06148331,8
"11417",300000,"3-4 Years","May-July","Ear Hanging",23.7307116306594,10,Aug 2035,0,24388,29920,600,122423.104,10,292635.7,3392781.74,188416,114.97,4.53,37.01,0.08,12.26,1.55,2.25,19.03,27.58,10,6000,1200,66174,49630.5,44835.0258333333,170212.596996399,182,474373.015,591683.792,221234,271360,1840730.92946039,9
"11418",310000,"3-4 Years","May-July","Ear Hanging",23.7307116306594,10,Aug 2035,0,24924,30560,600,124834.352,10,295751.56,3423640.78,194696,114.97,4.53,37.01,0.08,12.26,1.52,2.2,18.62,26.94,10,6000,1200,66174,49630.5,45539.6389166667,170917.210079733,186,477412.768833333,602095.168,226058,277120,1847554.84379373,9
"11419",320000,"3-4 Years","May-July","Ear Hanging",23.7307116306594,10,Aug 2035,0,25326,31040,600,127480.992,10,299096.58,3455568.71,200977,114.97,4.53,37.01,0.08,12.26,1.49,2.15,18.24,26.34,10,6000,1200,66174,49630.5,46238.0186666667,171615.589829733,189,480403.789333333,616918.144,229408,281120,1854318.77479373,9
"11420",330000,"3-4 Years","May-July","Ear Hanging",23.7307116306594,10,Aug 2035,0,26398,32320,600,133362.272,10,305682.47,3517658.04,207257,114.97,4.53,37.01,0.08,12.26,1.47,2.12,18.07,26,10,6000,1200,66174,49630.5,46942.63175,172320.202913066,197,483443.543166667,647975.808,239056,292640,1861142.68912706,9
